project_id,client_id,sector,region,client_type,delivery_mode,start_date,end_date,duration_months,contract_value_usd,status,team_headcount,billable_hours,margin_pct
PRJ-00226,CLI-0178,Energy & Utilities,APAC,Existing,Hybrid,2021-09-05,2022-02-05,5,292900.0,Completed,4,2467,0.3248
PRJ-00213,CLI-0022,Manufacturing,EMEA,New,On-site,2021-09-06,2022-01-06,4,321000.0,Completed,4,2198,0.3318
PRJ-00227,CLI-0181,Financial Services,EMEA,New,Remote,2021-09-06,2021-12-06,3,398400.0,Completed,6,2186,0.3478
PRJ-00209,CLI-0270,Financial Services,EMEA,Existing,Remote,2021-09-06,2022-01-06,4,521600.0,Completed,6,3355,0.1647
PRJ-00231,CLI-0211,Manufacturing,North America,New,Hybrid,2021-09-07,2022-03-07,6,208800.0,Completed,4,3069,0.2322
PRJ-00234,CLI-0097,Financial Services,North America,New,Hybrid,2021-09-09,2022-01-09,4,312800.0,Completed,6,2967,0.1472
PRJ-00200,CLI-0201,Retail & Consumer,EMEA,Existing,Hybrid,2021-09-09,2022-01-09,4,232300.0,Completed,3,1492,0.3083
PRJ-00197,CLI-0348,Manufacturing,North America,Existing,On-site,2021-09-09,2022-02-09,5,285200.0,Completed,3,2274,0.4394
PRJ-00219,CLI-0120,Healthcare,EMEA,Existing,Remote,2021-09-10,2022-03-10,6,100100.0,Cancelled,1,800,0.3139
PRJ-00210,CLI-0038,Manufacturing,North America,Existing,Hybrid,2021-09-10,2022-04-10,7,222700.0,Completed,1,1048,0.375
PRJ-00222,CLI-0002,Public Sector,APAC,New,Hybrid,2021-09-10,2022-01-10,4,395100.0,Completed,4,2125,0.318
PRJ-00221,CLI-0229,Energy & Utilities,APAC,Existing,On-site,2021-09-11,2022-01-11,4,853900.0,Completed,11,5192,0.318
PRJ-00202,CLI-0064,Financial Services,North America,New,Hybrid,2021-09-13,2022-01-13,4,166900.0,Cancelled,2,1255,0.3384
PRJ-00205,CLI-0176,Manufacturing,LATAM,Existing,On-site,2021-09-14,2022-02-14,5,180900.0,Completed,4,2463,0.2529
PRJ-00217,CLI-0291,Energy & Utilities,EMEA,Existing,Hybrid,2021-09-15,2022-02-15,5,492200.0,Completed,4,2953,0.2775
PRJ-00218,CLI-0143,Energy & Utilities,EMEA,Existing,Hybrid,2021-09-15,2022-03-15,6,655300.0,Completed,6,4568,0.2267
PRJ-00198,CLI-0306,Healthcare,North America,Existing,On-site,2021-09-15,2022-01-15,4,448600.0,Completed,6,3632,0.2275
PRJ-00230,CLI-0339,Financial Services,North America,Existing,Hybrid,2021-09-16,2022-01-16,4,224100.0,Completed,1,534,0.3377
PRJ-00233,CLI-0014,Technology & Telecom,EMEA,New,Hybrid,2021-09-16,2022-03-16,6,680300.0,Completed,6,4913,0.2738
PRJ-00220,CLI-0254,Public Sector,EMEA,Existing,Remote,2021-09-19,2022-01-19,4,341600.0,Cancelled,6,3407,0.3363
PRJ-00201,CLI-0129,Manufacturing,EMEA,Existing,Remote,2021-09-20,2022-03-20,6,499200.0,Completed,6,5463,0.3829
PRJ-00204,CLI-0317,Technology & Telecom,LATAM,Existing,Hybrid,2021-09-20,2022-03-20,6,522600.0,Completed,3,2475,0.3027
PRJ-00223,CLI-0384,Retail & Consumer,EMEA,New,Remote,2021-09-21,2021-10-21,1,327900.0,Completed,4,621,0.3085
PRJ-00199,CLI-0099,Financial Services,North America,New,Remote,2021-09-21,2021-12-21,3,224800.0,Completed,2,807,0.2809
PRJ-00232,CLI-0311,Public Sector,APAC,Existing,Remote,2021-09-22,2022-04-22,7,271100.0,Completed,3,2846,0.211
PRJ-00214,CLI-0400,Technology & Telecom,EMEA,Existing,Hybrid,2021-09-22,2022-03-22,6,321500.0,Completed,3,2787,0.2221
PRJ-00206,CLI-0322,Public Sector,APAC,New,Remote,2021-09-22,2022-04-22,7,261100.0,Completed,1,809,0.2311
PRJ-00216,CLI-0155,Energy & Utilities,EMEA,New,Hybrid,2021-09-23,2022-04-23,7,811400.0,Completed,8,8602,0.3209
PRJ-00228,CLI-0371,Healthcare,APAC,Existing,Remote,2021-09-24,2022-05-24,8,419800.0,Completed,5,6023,0.4311
PRJ-00203,CLI-0151,Healthcare,EMEA,Existing,Hybrid,2021-09-24,2022-01-24,4,246400.0,Completed,1,496,0.2316
PRJ-00215,CLI-0051,Manufacturing,North America,Existing,On-site,2021-09-25,2021-10-25,1,215900.0,Completed,1,119,0.1968
PRJ-00207,CLI-0247,Healthcare,APAC,Existing,Remote,2021-09-25,2022-01-25,4,383000.0,Completed,3,1667,0.3268
PRJ-00229,CLI-0390,Healthcare,North America,Existing,Hybrid,2021-09-26,2022-02-26,5,185300.0,Completed,3,1840,0.3788
PRJ-00212,CLI-0045,Financial Services,EMEA,Existing,Remote,2021-09-27,2022-06-27,9,761800.0,Completed,8,10603,0.2129
PRJ-00235,CLI-0305,Technology & Telecom,EMEA,New,Hybrid,2021-10-01,2022-02-01,4,748500.0,Completed,8,4748,0.3779
PRJ-00265,CLI-0329,Financial Services,EMEA,Existing,Hybrid,2021-10-01,2021-12-01,2,325100.0,Completed,5,1193,0.391
PRJ-00240,CLI-0207,Healthcare,North America,New,On-site,2021-10-01,2022-04-01,6,859600.0,Completed,8,5929,0.3514
PRJ-00255,CLI-0327,Public Sector,North America,Existing,Remote,2021-10-03,2022-03-03,5,351400.0,Completed,3,1915,0.3095
PRJ-00266,CLI-0371,Public Sector,North America,Existing,Remote,2021-10-05,2022-09-05,11,637600.0,Completed,6,7965,0.4432
PRJ-00257,CLI-0274,Public Sector,EMEA,New,Remote,2021-10-06,2022-02-06,4,240700.0,Completed,3,1793,0.3181
PRJ-00248,CLI-0040,Financial Services,North America,New,On-site,2021-10-06,2022-04-06,6,279000.0,Completed,4,2940,0.3009
PRJ-00241,CLI-0367,Energy & Utilities,EMEA,Existing,Remote,2021-10-06,2022-01-06,3,438300.0,Cancelled,4,1652,0.288
PRJ-00264,CLI-0389,Healthcare,APAC,Existing,On-site,2021-10-07,2022-03-07,5,280400.0,Completed,2,1414,0.2373
PRJ-00245,CLI-0182,Financial Services,APAC,Existing,Hybrid,2021-10-08,2022-02-08,4,346100.0,Completed,4,2476,0.2439
PRJ-00261,CLI-0374,Manufacturing,North America,Existing,On-site,2021-10-09,2022-03-09,5,262400.0,Completed,3,2166,0.3618
PRJ-00237,CLI-0336,Public Sector,North America,Existing,On-site,2021-10-09,2022-03-09,5,351200.0,Cancelled,4,2569,0.2701
PRJ-00262,CLI-0312,Energy & Utilities,EMEA,New,Hybrid,2021-10-10,2021-11-10,1,407600.0,Completed,5,594,0.2929
PRJ-00244,CLI-0182,Retail & Consumer,APAC,Existing,Hybrid,2021-10-11,2021-12-11,2,175800.0,Completed,1,278,0.3546
PRJ-00263,CLI-0028,Retail & Consumer,North America,Existing,Hybrid,2021-10-11,2022-02-11,4,248400.0,Completed,4,2308,0.4222
PRJ-00250,CLI-0392,Public Sector,LATAM,Existing,Hybrid,2021-10-13,2022-03-13,5,292100.0,Completed,3,2125,0.3567
PRJ-00267,CLI-0304,Financial Services,North America,Existing,On-site,2021-10-16,2021-12-16,2,483800.0,Completed,5,1400,0.3542
PRJ-00252,CLI-0004,Healthcare,North America,Existing,Hybrid,2021-10-16,2022-04-16,6,577700.0,Completed,5,4171,0.3243
PRJ-00253,CLI-0088,Energy & Utilities,North America,Existing,On-site,2021-10-17,2022-05-17,7,268300.0,Completed,4,3744,0.2326
PRJ-00260,CLI-0250,Financial Services,North America,Existing,Remote,2021-10-18,2021-11-18,1,571100.0,Completed,8,1179,0.2274
PRJ-00256,CLI-0408,Manufacturing,EMEA,Existing,On-site,2021-10-19,2021-12-19,2,222200.0,Completed,2,548,0.3366
PRJ-00242,CLI-0286,Financial Services,APAC,Existing,Remote,2021-10-19,2022-05-19,7,412100.0,Completed,2,2041,0.3422
PRJ-00246,CLI-0221,Energy & Utilities,LATAM,Existing,On-site,2021-10-20,2022-05-20,7,607900.0,Completed,6,4959,0.3412
PRJ-00239,CLI-0032,Retail & Consumer,EMEA,Existing,Remote,2021-10-20,2022-01-20,3,496000.0,Completed,7,2910,0.2782
PRJ-00236,CLI-0387,Financial Services,APAC,New,Remote,2021-10-22,2022-05-22,7,423700.0,Completed,5,5426,0.2948
PRJ-00238,CLI-0044,Public Sector,LATAM,Existing,Hybrid,2021-10-23,2022-04-23,6,489400.0,Completed,3,2585,0.239
PRJ-00254,CLI-0094,Financial Services,LATAM,New,Remote,2021-10-24,2022-01-24,3,129400.0,Completed,2,788,0.3426
PRJ-00258,CLI-0117,Financial Services,North America,Existing,Hybrid,2021-10-24,2022-06-24,8,129800.0,Completed,4,3947,0.3439
PRJ-00247,CLI-0193,Retail & Consumer,EMEA,Existing,On-site,2021-10-25,2022-04-25,6,471000.0,Completed,4,2934,0.2545
PRJ-00243,CLI-0190,Manufacturing,North America,Existing,On-site,2021-10-25,2022-06-25,8,658900.0,Completed,8,9052,0.2685
PRJ-00251,CLI-0063,Healthcare,North America,New,Remote,2021-10-25,2022-01-25,3,177700.0,Completed,3,1075,0.3802
PRJ-00249,CLI-0413,Healthcare,EMEA,Existing,Hybrid,2021-10-25,2022-06-25,8,269900.0,Completed,6,5591,0.3486
PRJ-00259,CLI-0346,Retail & Consumer,LATAM,Existing,On-site,2021-10-26,2022-04-26,6,162100.0,Completed,2,1605,0.2582
PRJ-00283,CLI-0201,Energy & Utilities,LATAM,Existing,Hybrid,2021-11-01,2022-01-01,2,355600.0,Completed,3,881,0.1974
PRJ-00292,CLI-0139,Healthcare,North America,New,Hybrid,2021-11-01,2021-12-01,1,178700.0,Completed,1,134,0.3338
PRJ-00294,CLI-0069,Financial Services,North America,New,Remote,2021-11-01,2022-04-01,5,490100.0,Completed,5,3842,0.4243
PRJ-00285,CLI-0040,Financial Services,North America,Existing,Remote,2021-11-03,2022-03-03,4,428200.0,Completed,4,2103,0.2082
PRJ-00290,CLI-0102,Manufacturing,North America,Existing,Remote,2021-11-03,2022-07-03,8,364100.0,Completed,3,3654,0.2035
PRJ-00289,CLI-0337,Manufacturing,LATAM,Existing,Hybrid,2021-11-04,2022-01-04,2,363300.0,Completed,4,1206,0.2769
PRJ-00274,CLI-0299,Public Sector,EMEA,Existing,Remote,2021-11-05,2022-04-05,5,237500.0,Completed,2,1515,0.3537
PRJ-00291,CLI-0044,Manufacturing,North America,Existing,On-site,2021-11-06,2022-04-06,5,373000.0,Completed,3,2085,0.2572
PRJ-00276,CLI-0233,Retail & Consumer,LATAM,Existing,Remote,2021-11-07,2022-01-07,2,211000.0,Completed,2,550,0.3182
PRJ-00279,CLI-0293,Technology & Telecom,EMEA,Existing,On-site,2021-11-09,2022-05-09,6,417600.0,Completed,3,2183,0.2706
PRJ-00272,CLI-0149,Healthcare,North America,New,Remote,2021-11-09,2022-05-09,6,136800.0,Completed,1,694,0.2434
PRJ-00268,CLI-0299,Manufacturing,North America,Existing,On-site,2021-11-11,2022-03-11,4,299000.0,Completed,3,1436,0.2455
PRJ-00280,CLI-0042,Energy & Utilities,APAC,Existing,Hybrid,2021-11-11,2022-03-11,4,437300.0,Completed,5,2506,0.3274
PRJ-00271,CLI-0419,Healthcare,North America,New,On-site,2021-11-14,2022-02-14,3,361700.0,Completed,4,1747,0.3339
PRJ-00286,CLI-0207,Technology & Telecom,LATAM,Existing,Hybrid,2021-11-16,2022-08-16,9,757000.0,Completed,8,9710,0.1509
PRJ-00270,CLI-0042,Manufacturing,North America,New,Hybrid,2021-11-16,2022-03-16,4,252200.0,Completed,3,1805,0.2919
PRJ-00296,CLI-0012,Healthcare,North America,New,Remote,2021-11-19,2022-03-19,4,438500.0,Completed,6,2819,0.2581
PRJ-00295,CLI-0234,Technology & Telecom,North America,Existing,Hybrid,2021-11-19,2022-06-19,7,554400.0,Completed,5,5425,0.3253
PRJ-00284,CLI-0299,Healthcare,EMEA,Existing,On-site,2021-11-20,2022-03-20,4,271000.0,Completed,4,2184,0.3573
PRJ-00288,CLI-0259,Technology & Telecom,North America,Existing,Hybrid,2021-11-23,2022-06-23,7,561900.0,Completed,5,4098,0.2203
PRJ-00277,CLI-0386,Technology & Telecom,North America,Existing,Hybrid,2021-11-23,2022-05-23,6,529300.0,Completed,5,3380,0.2363
PRJ-00281,CLI-0126,Financial Services,LATAM,Existing,Hybrid,2021-11-23,2022-01-23,2,280500.0,Completed,4,1189,0.2828
PRJ-00275,CLI-0207,Technology & Telecom,North America,Existing,On-site,2021-11-23,2022-03-23,4,466400.0,Cancelled,6,3485,0.3346
PRJ-00269,CLI-0140,Retail & Consumer,LATAM,New,Hybrid,2021-11-23,2022-06-23,7,286000.0,Completed,2,1916,0.2747
PRJ-00293,CLI-0251,Manufacturing,APAC,Existing,On-site,2021-11-25,2022-07-25,8,491600.0,Completed,4,4532,0.2994
PRJ-00287,CLI-0420,Financial Services,LATAM,Existing,Remote,2021-11-25,2022-01-25,2,360400.0,Cancelled,2,455,0.3857
PRJ-00282,CLI-0206,Financial Services,North America,Existing,Hybrid,2021-11-27,2022-05-27,6,401500.0,Completed,2,1517,0.3195
PRJ-00273,CLI-0060,Energy & Utilities,EMEA,Existing,Remote,2021-11-27,2022-06-27,7,327600.0,Completed,3,2453,0.2251
PRJ-00278,CLI-0333,Retail & Consumer,North America,Existing,Remote,2021-11-28,2022-08-28,9,365200.0,Completed,7,7124,0.2979
PRJ-00314,CLI-0374,Retail & Consumer,EMEA,New,Hybrid,2021-12-01,2022-07-01,7,121400.0,Completed,3,2513,0.313
PRJ-00320,CLI-0146,Public Sector,APAC,Existing,On-site,2021-12-02,2022-04-02,4,442200.0,Completed,6,3317,0.3114
PRJ-00312,CLI-0138,Retail & Consumer,North America,Existing,On-site,2021-12-02,2022-06-02,6,310500.0,Completed,3,2833,0.305
PRJ-00328,CLI-0316,Healthcare,LATAM,Existing,Hybrid,2021-12-05,2022-02-05,2,157100.0,Completed,2,500,0.3169
PRJ-00325,CLI-0182,Public Sector,LATAM,New,Remote,2021-12-05,2022-07-05,7,225800.0,Completed,1,866,0.3965
PRJ-00315,CLI-0351,Retail & Consumer,North America,Existing,Remote,2021-12-05,2022-05-05,5,358100.0,Completed,4,2855,0.2614
PRJ-00334,CLI-0026,Public Sector,APAC,New,Hybrid,2021-12-07,2022-08-07,8,753300.0,Completed,8,8006,0.3291
PRJ-00319,CLI-0286,Financial Services,North America,Existing,Hybrid,2021-12-07,2022-02-07,2,433200.0,Completed,7,1656,0.2757
PRJ-00329,CLI-0105,Financial Services,LATAM,New,Remote,2021-12-09,2022-09-09,9,968400.0,Completed,10,11490,0.3193
PRJ-00301,CLI-0297,Public Sector,North America,New,Hybrid,2021-12-10,2022-01-10,1,292800.0,Completed,4,585,0.2543
PRJ-00331,CLI-0095,Healthcare,North America,New,Hybrid,2021-12-12,2022-04-12,4,224400.0,Completed,1,473,0.2176
PRJ-00299,CLI-0332,Retail & Consumer,North America,Existing,Remote,2021-12-14,2022-06-14,6,565500.0,Completed,6,5335,0.1716
PRJ-00333,CLI-0075,Financial Services,EMEA,New,On-site,2021-12-15,2022-05-15,5,270500.0,Completed,3,2112,0.3287
PRJ-00300,CLI-0188,Retail & Consumer,LATAM,New,Hybrid,2021-12-15,2022-05-15,5,169800.0,Completed,1,660,0.1499
PRJ-00318,CLI-0086,Energy & Utilities,North America,Existing,Remote,2021-12-16,2022-08-16,8,658600.0,Completed,7,7351,0.2768
PRJ-00309,CLI-0212,Healthcare,APAC,Existing,Hybrid,2021-12-17,2022-05-17,5,534200.0,Completed,7,5217,0.3412
PRJ-00324,CLI-0317,Retail & Consumer,EMEA,Existing,Hybrid,2021-12-17,2022-04-17,4,603300.0,Completed,7,4160,0.3633
PRJ-00304,CLI-0298,Financial Services,EMEA,Existing,Remote,2021-12-17,2022-04-17,4,927300.0,Completed,9,5274,0.1905
PRJ-00311,CLI-0333,Public Sector,APAC,Existing,Hybrid,2021-12-18,2022-04-18,4,363700.0,Completed,5,2971,0.2913
PRJ-00305,CLI-0365,Manufacturing,APAC,Existing,Hybrid,2021-12-18,2022-08-18,8,294800.0,Completed,3,3167,0.3574
PRJ-00308,CLI-0233,Financial Services,EMEA,New,Hybrid,2021-12-19,2022-04-19,4,755200.0,Completed,9,5345,0.1884
PRJ-00326,CLI-0244,Public Sector,North America,Existing,On-site,2021-12-19,2022-03-19,3,207600.0,Completed,2,871,0.298
PRJ-00330,CLI-0344,Public Sector,North America,New,Remote,2021-12-19,2022-06-19,6,455300.0,Completed,6,4177,0.274
PRJ-00317,CLI-0075,Manufacturing,North America,New,On-site,2021-12-19,2022-07-19,7,435200.0,Completed,3,2730,0.3767
PRJ-00321,CLI-0205,Financial Services,North America,Existing,Hybrid,2021-12-21,2022-07-21,7,308100.0,Completed,6,6525,0.3821
PRJ-00307,CLI-0229,Public Sector,North America,New,Remote,2021-12-21,2022-05-21,5,364300.0,Completed,2,1337,0.3144
PRJ-00297,CLI-0079,Public Sector,North America,New,Remote,2021-12-22,2022-06-22,6,444700.0,Completed,5,3830,0.3012
PRJ-00316,CLI-0175,Healthcare,North America,Existing,On-site,2021-12-22,2022-03-22,3,227300.0,Completed,4,1467,0.3449
PRJ-00322,CLI-0228,Retail & Consumer,APAC,Existing,Hybrid,2021-12-23,2022-05-23,5,470200.0,Completed,4,2293,0.2476
PRJ-00327,CLI-0215,Technology & Telecom,North America,Existing,Hybrid,2021-12-23,2022-10-23,10,554400.0,Completed,6,9116,0.3082
PRJ-00298,CLI-0235,Technology & Telecom,North America,New,Remote,2021-12-23,2022-04-23,4,243800.0,Cancelled,3,1772,0.2124
PRJ-00332,CLI-0065,Healthcare,North America,Existing,On-site,2021-12-24,2022-06-24,6,288300.0,Completed,3,2655,0.3268
PRJ-00310,CLI-0059,Healthcare,APAC,Existing,On-site,2021-12-28,2022-02-28,2,333200.0,Completed,3,779,0.3809
PRJ-00303,CLI-0240,Public Sector,EMEA,New,Hybrid,2021-12-28,2022-05-28,5,429200.0,Completed,6,4141,0.477
PRJ-00306,CLI-0007,Financial Services,North America,Existing,Hybrid,2021-12-28,2022-01-28,1,312700.0,Completed,6,890,0.3823
PRJ-00302,CLI-0002,Healthcare,North America,New,Remote,2021-12-28,2022-01-28,1,159700.0,Completed,2,298,0.2026
PRJ-00323,CLI-0288,Technology & Telecom,APAC,New,Remote,2021-12-28,2022-05-28,5,698600.0,Completed,7,4993,0.2361
PRJ-00313,CLI-0093,Financial Services,EMEA,Existing,Hybrid,2021-12-28,2022-04-28,4,400700.0,Cancelled,4,1977,0.2156
PRJ-00348,CLI-0157,Energy & Utilities,EMEA,New,On-site,2022-01-01,2022-03-01,2,206800.0,Completed,1,314,0.4054
PRJ-00349,CLI-0100,Manufacturing,North America,New,Remote,2022-01-01,2022-05-01,4,334100.0,Completed,6,3067,0.2067
PRJ-00336,CLI-0145,Financial Services,North America,Existing,On-site,2022-01-01,2022-04-01,3,377600.0,Completed,5,1861,0.148
PRJ-00342,CLI-0088,Public Sector,EMEA,Existing,Hybrid,2022-01-02,2022-08-02,7,233300.0,Completed,3,2494,0.2577
PRJ-00340,CLI-0158,Healthcare,EMEA,Existing,Remote,2022-01-03,2022-04-03,3,212800.0,Completed,2,823,0.3892
PRJ-00345,CLI-0029,Energy & Utilities,North America,Existing,Hybrid,2022-01-04,2022-02-04,1,229300.0,Completed,3,352,0.3021
PRJ-00356,CLI-0332,Public Sector,North America,New,On-site,2022-01-04,2022-05-04,4,125100.0,Completed,1,483,0.3019
PRJ-00359,CLI-0136,Manufacturing,EMEA,New,Hybrid,2022-01-06,2022-06-06,5,277900.0,Completed,5,3831,0.2577
PRJ-00361,CLI-0113,Healthcare,APAC,New,Hybrid,2022-01-09,2022-03-09,2,259500.0,Completed,2,537,0.2349
PRJ-00350,CLI-0227,Financial Services,North America,Existing,Remote,2022-01-09,2022-06-09,5,878500.0,Completed,9,5390,0.2344
PRJ-00355,CLI-0357,Manufacturing,North America,New,Hybrid,2022-01-09,2022-07-09,6,447000.0,Completed,4,3564,0.2104
PRJ-00363,CLI-0009,Energy & Utilities,North America,Existing,Hybrid,2022-01-10,2022-06-10,5,407200.0,Completed,3,2225,0.2684
PRJ-00364,CLI-0108,Healthcare,EMEA,Existing,On-site,2022-01-12,2022-07-12,6,354600.0,Completed,4,3149,0.3406
PRJ-00351,CLI-0238,Retail & Consumer,North America,Existing,Hybrid,2022-01-12,2022-06-12,5,156100.0,Completed,3,1747,0.1805
PRJ-00341,CLI-0167,Technology & Telecom,APAC,Existing,Hybrid,2022-01-16,2022-05-16,4,342600.0,Completed,5,2844,0.2965
PRJ-00343,CLI-0209,Energy & Utilities,North America,Existing,On-site,2022-01-17,2022-06-17,5,446400.0,Completed,5,3372,0.3406
PRJ-00347,CLI-0033,Healthcare,EMEA,Existing,Hybrid,2022-01-17,2022-09-17,8,447500.0,Cancelled,5,5388,0.251
PRJ-00362,CLI-0065,Healthcare,EMEA,Existing,Hybrid,2022-01-18,2022-06-18,5,137000.0,Completed,1,767,0.4339
PRJ-00360,CLI-0041,Manufacturing,APAC,New,Hybrid,2022-01-19,2022-07-19,6,291800.0,Completed,3,2445,0.3856
PRJ-00352,CLI-0335,Healthcare,North America,Existing,Hybrid,2022-01-21,2022-08-21,7,333800.0,Completed,4,3755,0.3129
PRJ-00354,CLI-0202,Manufacturing,EMEA,New,Hybrid,2022-01-22,2022-05-22,4,178800.0,Completed,2,1158,0.2268
PRJ-00337,CLI-0051,Manufacturing,EMEA,Existing,Remote,2022-01-23,2022-04-23,3,455600.0,Completed,5,2331,0.2455
PRJ-00353,CLI-0053,Manufacturing,APAC,Existing,On-site,2022-01-23,2022-05-23,4,216200.0,Completed,4,2073,0.3716
PRJ-00357,CLI-0171,Technology & Telecom,EMEA,Existing,Hybrid,2022-01-23,2022-05-23,4,408600.0,Completed,3,1593,0.2013
PRJ-00344,CLI-0075,Public Sector,LATAM,Existing,Remote,2022-01-24,2022-05-24,4,137400.0,Completed,1,608,0.2514
PRJ-00339,CLI-0389,Healthcare,APAC,Existing,Remote,2022-01-24,2022-02-24,1,272100.0,Completed,3,356,0.3082
PRJ-00335,CLI-0165,Public Sector,EMEA,Existing,On-site,2022-01-24,2022-08-24,7,329700.0,Completed,4,3701,0.3325
PRJ-00358,CLI-0388,Public Sector,APAC,New,On-site,2022-01-25,2022-05-25,4,287100.0,Completed,4,1928,0.3508
PRJ-00338,CLI-0195,Public Sector,EMEA,Existing,Hybrid,2022-01-25,2022-05-25,4,349800.0,Completed,2,1234,0.2765
PRJ-00346,CLI-0145,Energy & Utilities,North America,New,Hybrid,2022-01-27,2022-03-27,2,313400.0,Completed,3,792,0.3024
PRJ-00377,CLI-0264,Public Sector,LATAM,Existing,Remote,2022-02-01,2022-07-01,5,228800.0,Completed,2,1494,0.2836
PRJ-00383,CLI-0120,Retail & Consumer,North America,New,Remote,2022-02-02,2022-08-02,6,133000.0,Completed,1,834,0.3076
PRJ-00366,CLI-0372,Financial Services,APAC,Existing,Remote,2022-02-03,2022-05-03,3,403500.0,Completed,4,1785,0.1107
PRJ-00379,CLI-0387,Technology & Telecom,North America,Existing,On-site,2022-02-07,2022-09-07,7,277500.0,Completed,2,1874,0.3661
PRJ-00390,CLI-0133,Financial Services,EMEA,Existing,On-site,2022-02-08,2022-07-08,5,335000.0,Completed,1,666,0.2743
PRJ-00371,CLI-0009,Retail & Consumer,APAC,Existing,On-site,2022-02-09,2022-08-09,6,87400.0,Completed,1,715,0.2408
PRJ-00376,CLI-0289,Energy & Utilities,EMEA,Existing,Hybrid,2022-02-09,2022-03-09,1,476800.0,Completed,8,1026,0.262
PRJ-00368,CLI-0030,Healthcare,North America,Existing,Remote,2022-02-10,2022-04-10,2,188600.0,Completed,3,679,0.3507
PRJ-00381,CLI-0350,Technology & Telecom,LATAM,New,Hybrid,2022-02-13,2022-06-13,4,413100.0,Completed,4,1837,0.3138
PRJ-00387,CLI-0156,Manufacturing,North America,Existing,Hybrid,2022-02-14,2022-07-14,5,294900.0,Completed,3,1861,0.283
PRJ-00373,CLI-0343,Public Sector,North America,Existing,Remote,2022-02-14,2022-08-14,6,335000.0,Completed,3,2724,0.2442
PRJ-00391,CLI-0409,Manufacturing,North America,Existing,Remote,2022-02-16,2022-07-16,5,175500.0,Completed,2,1275,0.2862
PRJ-00372,CLI-0196,Energy & Utilities,EMEA,New,Hybrid,2022-02-16,2022-05-16,3,507300.0,Completed,4,1829,0.3013
PRJ-00385,CLI-0085,Public Sector,APAC,Existing,On-site,2022-02-16,2022-06-16,4,193600.0,Completed,2,1029,0.2194
PRJ-00374,CLI-0295,Healthcare,APAC,Existing,On-site,2022-02-17,2022-06-17,4,177100.0,Completed,5,2367,0.3069
PRJ-00380,CLI-0341,Manufacturing,APAC,New,Remote,2022-02-17,2022-06-17,4,253200.0,Completed,1,492,0.2066
PRJ-00382,CLI-0312,Healthcare,EMEA,Existing,On-site,2022-02-18,2022-09-18,7,115400.0,Completed,2,2192,0.2473
PRJ-00392,CLI-0175,Energy & Utilities,LATAM,New,On-site,2022-02-19,2022-07-19,5,604000.0,Completed,7,4176,0.2541
PRJ-00388,CLI-0076,Retail & Consumer,North America,Existing,On-site,2022-02-19,2022-04-19,2,251100.0,Completed,2,518,0.1753
PRJ-00386,CLI-0336,Technology & Telecom,North America,New,Remote,2022-02-20,2022-10-20,8,333300.0,Cancelled,3,3206,0.2294
PRJ-00367,CLI-0026,Energy & Utilities,EMEA,Existing,On-site,2022-02-20,2022-06-20,4,531300.0,Completed,5,2571,0.3589
PRJ-00378,CLI-0167,Energy & Utilities,North America,Existing,Remote,2022-02-22,2023-01-22,11,895500.0,Completed,13,16467,0.2317
PRJ-00389,CLI-0379,Manufacturing,North America,Existing,Hybrid,2022-02-23,2022-08-23,6,419900.0,Completed,7,5797,0.387
PRJ-00370,CLI-0365,Healthcare,EMEA,Existing,Hybrid,2022-02-23,2022-06-23,4,236100.0,Completed,2,1198,0.1511
PRJ-00369,CLI-0075,Public Sector,North America,New,On-site,2022-02-25,2022-08-25,6,422000.0,Completed,3,2052,0.3768
